StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q93,Q95,Q97,Q99,Q101,Q103,Q105,Q107,Q109,Q111,Q113,Q115,Q117,Q119,Q121,Q123,Q125,Q127,Q129,Q131,Basketball Time_First Click,Basketball Time_Last Click,Basketball Time_Page Submit,Basketball Time_Click Count,Sister P1 Time_First Click,Sister P1 Time_Last Click,Sister P1 Time_Page Submit,Sister P1 Time_Click Count,Sex Pref,Basketball T1 Belief_1,Basketball  T1Action_1,Basketball T1Emotion,AC1:BB,AC1:BB_DO,AC2:BB,AC2:BB_DO,AC3:BB,AC3:BB_DO,AC4:BB,AC4:BB_DO,AC5:BB,AC5:BB_DO,Basketball T2 Belief_1,Basketball T2Action_1,Basketball T2Emotion,Basketball T3 Action_1,Basketball T4_1,Sister P2 Time_First Click,Sister P2 Time_Last Click,Sister P2 Time_Page Submit,Sister P2 Time_Click Count,Sister P3 Time_First Click,Sister P3 Time_Last Click,Sister P3 Time_Page Submit,Sister P3 Time_Click Count,Sister T1 Belief_1,Sister T1 Action_1,Sister T1 Emotions,AC1:S,AC2:S,AC2:S_DO,AC3:S,AC3:S_DO,AC4:S,AC4:S_DO,AC5:S,AC5:S_DO,Sister T2 Belief_1,Sister T2 Action_1,Sister T2 Emotions,Sister T3 Action_1,Sister T4 Action_1,Female Rom Time_First Click,Female Rom Time_Last Click,Female Rom Time_Page Submit,Female Rom Time_Click Count,Male Rom Time_First Click,Male Rom Time_Last Click,Male Rom Time_Page Submit,Male Rom Time_Click Count,Partner T1 Belief_1,Partner T1 Action_1,Partner T1 Emotion,AC 1 Partner,AC 1 Partner_DO,AC 2 Partner,AC 3 Partner,AC 3 Partner_DO,AC 4 Partner,AC 4 Partner_DO,AC 5 Partner,Partner T2 Belief_1,Partner T2 Action_1,Partner T2 Emotions,Partner T3 Action_1,Partner T4 Action_1,Age,Sex,Siblings,Sons,Daughters,Rel Status,Ed,Income,MTurk ID,Feedback,SC0,SC1,SC2,SC3,SC4,BotCheckUS,Attention Check Basketball,Attention Check Sister,Attention Check Partner,MTurkCode,FL_129_DO,FL_38_DO,FL_32_DO,FL_241_DO,VowelTest_DO,T1DependentVariables:Basketball_DO,AttentionCheck:Basketball_DO,T2DependentVariables:Basketball_DO,T1DependentVariables:Sister_DO,AttentionCheck:Sister_DO,T2DependentVariables:Sister_DO,T1DependentVariables:Partner_DO,AttentionCheck:Partner_DO,T2DependentVariables:Partner_DO
2020-12-28 15:31:48,2020-12-28 15:35:08,IP Address,100.8.240.72,100,200,True,2020-12-28 15:35:09,R_3GAQYep65P3WtwG,,,,,40.8491973876953125,-73.97350311279296875,anonymous,EN,,,,,,,,,,,,aoe,,,,,,,,,0,0,52.699,0,,,,,,0,0,"Angry,Mentally ill,Devious,Jealous",The star player on your college's basketball team,The president of the college|The star player on your college's basketball team|Your sister|The coach of your college's basketball team,Hard to deal with,Unselfish|Easy going|Hard to deal with|Shy,,,,,Very succesful,Very succesful|Very unsuccessful|Much larger|Much smaller,25,10,"Angry,Sad,Suicidal,Mentally ill,Depressed,Tired,Distressed,Traumatized,Violated",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,Male,2,0,0,Single,Bachelor's degree,55000,A1R5W4RQZTROD8,,0,1,3,0,0,1,3,,,2803262,BasketballVignette,SuicideAttempt:Basketball,,,Q115,Basketball T1 DV|Basketball T1 Belief|Basketball  T1Action|Basketball T1Emotion,AC5:BB|AC2:BB|AC1:BB,Basketball T2 DV|Basketball T2Action|Basketball T2 Belief|Basketball T2Emotion,,,,,,
2020-12-28 15:16:48,2020-12-28 15:37:26,IP Address,47.36.112.103,100,1238,True,2020-12-28 15:37:27,R_1IH2X9bRpPAzJy5,,,,,39.3809051513671875,-119.6858978271484375,anonymous,EN,,,,,,,,,,,,,,,ea,,,,,,,,,,0,0,343.233,0,,,,,,,,,,,,,,,,,,,,0,0,57.428,0,0,0,65.243,0,50,80,"Angry,Sad,Depressed,Jealous",,Groping her,Drinking and driving|Stealing from you|Drug use|Groping her,Your brother-in-law lost his house in a fire,Your brother-in-law lost his house in a fire|Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law lost his job|Your brother-in-law sold his house and is waiting to buy a new one,Your mother,You best friend|Your father|Your brother|Your mother,,,10,25,"Calm,Neutral,Devious",100,0,,,,,,,,,,,,,,,,,,,,,,,,,48,Male,1,0,1,Married,High school (secondary school),167000,AXKNMOECIV3ZA,,1,1,0,3,0,1,,3,,38919844,SisterVignettePage1,,VerbalRequest:Sister,,Q121,,,,Sister T1 DV|Sister T1 Action|Sister T1 Belief|Sister T1 Emotions,AC2:S|AC3:S|AC4:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 15:26:49,2020-12-28 15:39:22,IP Address,71.120.241.204,100,753,True,2020-12-28 15:39:22,R_301xYYbmuhWTwef,,,,,36.884796142578125,-76.1472015380859375,anonymous,EN,,,,,,,,,,,,,,oe,,,,,,,,,,,7.195,7.195,42.101,1,,,,,,,,,,,,,,,,,,,,4.054,4.054,55.013,1,8.867,8.867,11.386,1,65,29,"Sad,Depressed,Calm,Violated",True,,,,,Your mother,Your brother|Your father|You best friend|Your mother,Jealous,Happy|Intelligent|Jealous|Scared,70,81,"Angry,Depressed,Tired,Confident,Violated",84,68,,,,,,,,,,,,,,,,,,,,,,,,,49,Female,1,1,1,Married,Bachelor's degree,150000,AX8YRJVVSJ7JC,Excellent Survey I've Enjoyed A Lot,0,1,0,3,0,1,,3,,64765248,SisterVignettePage1,,Depression:Sister,,Q119,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC4:S|AC5:S|AC1:S,Sister T2 DV|Sister T2 Action|Sister T2 Belief|Sister T2 Emotions,,,
2020-12-28 15:18:42,2020-12-28 15:40:48,IP Address,69.144.19.46,100,1326,True,2020-12-28 15:40:48,R_21cFXSiVxJ1gofC,,,,,46.852203369140625,-114.02140045166015625,anonymous,EN,,,,,,,,,ie,,,,,,,,,,,,,,,,,,,,Males,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.815,169.007,849.563,5,76,58,"Sad,Guilty",Hitting her,Stealing from you|Drinking and driving|Drug use|Hitting her,True,,,,,False,76,58,"Sad,Guilty",75,0,45,Male,0,1,0,Married,Bachelor's degree,74000,ADE1748JPEJRX,,0,1,0,0,3,1,,,3,26050680,IntroSex,,,VerbalRequest:Partner,Q109,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 2 Partner|AC 5 Partner|AC 1 Partner,Partner T2 DV|Partner T2 Action|Partner T2 Belief|Partner T2 Emotions
2020-12-28 15:48:36,2020-12-28 15:52:50,IP Address,107.193.102.32,100,253,True,2020-12-28 15:52:50,R_3sivbgAuJaPyyFx,,,,,41.4615020751953125,-88.27860260009765625,anonymous,EN,,,,,,,,,,,,,,oe,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.101,44.199,55.848,2,,,,,10,10,"Angry,Sad,Depressed,Guilty,Devious",,,True,Your romantic partner,Your old roomate|Your brother|Your romantic partner|Your ex,Extremely rude and avoidant,Shy|Pleasant|Kind and courteous|Extremely rude and avoidant,,51,51,"Angry,Sad,Depressed",100,0,58,Male,5,0,1,Married,Master's degree,52000,A384EFVY03N5KE,,0,1,0,0,3,1,,,3,13050649,IntroSex,,,CryingwithBehaviorChange:Partner,Q119,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 2 Partner|AC 3 Partner|AC 4 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 15:55:53,2020-12-28 16:01:13,IP Address,74.73.170.153,100,319,True,2020-12-28 16:01:13,R_2OMRhIZHDrbJOh4,,,,,40.694000244140625,-73.82199859619140625,anonymous,EN,,ou,,,,,,,,,,,,,,,,,,,,,,,26.933,26.933,29.973,1,,,,,,,,,,,,,,,,,,,,29.268,35.928,38.217,2,47.482,47.482,50.22,1,50,50,Angry,,Groping her,Drinking and driving|Drug use|Stealing from you|Groping her,Your brother-in-law lost his house in a fire,Your brother-in-law lost his job|Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law lost his house in a fire|Your brother-in-law sold his house and is waiting to buy a new one,Your mother,Your brother|Your father|You best friend|Your mother,,,50,50,Sad,100,0,,,,,,,,,,,,,,,,,,,,,,,,,48,Female,,0,0,Single,Bachelor's degree,,AIR4UQNPIMFCJ,,1,1,0,3,0,1,,3,,46799668,SisterVignettePage1,,Crying:Sister,,Q95,,,,Sister T1 DV|Sister T1 Action|Sister T1 Belief|Sister T1 Emotions,AC4:S|AC2:S|AC3:S,Sister T2 DV|Sister T2 Action|Sister T2 Belief|Sister T2 Emotions,,,
2020-12-28 15:03:05,2020-12-28 16:01:51,IP Address,67.191.145.76,100,3525,True,2020-12-28 16:01:51,R_1Nm1dem16D4rpBM,,,,,34.231903076171875,-84.16269683837890625,anonymous,EN,ao,,,,,,,,,,,,,,,,,,,,,,,,0,0,2570.501,0,,,,,,,,,,,,,,,,,,,,0,0,21.89,0,0,0,112.093,0,21,15,"Angry,Mentally ill",,Groping her,Groping her|Drinking and driving|Drug use|Stealing from you,Your brother-in-law lost his house in a fire,Your brother-in-law lost his house in a fire|Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law sold his house and is waiting to buy a new one|Your brother-in-law lost his job,,,Jealous,Scared|Jealous|Happy|Intelligent,91,100,"Mentally ill,Depressed,Traumatized",100,100,,,,,,,,,,,,,,,,,,,,,,,,,36,Male,2,2,1,Married,Bachelor's degree,80000,APO6KZZ79PO9Q,,1,1,0,3,0,1,,3,,82640789,SisterVignettePage1,,SuicideAttempt:Sister,,Q93,,,,Sister T1 DV|Sister T1 Action|Sister T1 Belief|Sister T1 Emotions,AC5:S|AC2:S|AC3:S,Sister T2 DV|Sister T2 Action|Sister T2 Belief|Sister T2 Emotions,,,
2020-12-28 16:09:30,2020-12-28 16:14:39,IP Address,98.23.211.21,100,309,True,2020-12-28 16:14:40,R_3imXvICamtYFJ0L,,,,,33.7852935791015625,-83.70330047607421875,anonymous,EN,,,,,,,,,,ae,,,,,,,,,,,,,,,0,0,26.847,0,,,,,,,,,,,,,,,,,,,,0,0,29.41,0,0,0,41.426,0,40,15,"Angry,Sad,Mentally ill,Depressed,Distressed,Devious,Jealous",,Groping her,Drug use|Groping her|Stealing from you|Drinking and driving,Your brother-in-law lost his house in a fire,Your brother-in-law sold his house and is waiting to buy a new one|Your brother-in-law lost his job|Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law lost his house in a fire,Your mother,Your brother|Your father|You best friend|Your mother,,,20,10,"Mentally ill,Calm,Devious,Jealous",98,0,,,,,,,,,,,,,,,,,,,,,,,,,25,Male,2,0,0,Single,Bachelor's degree,60000,A30GCTXJ17JC3I,,1,1,0,3,0,1,,3,,68133956,SisterVignettePage1,,VerbalRequest:Sister,,Q111,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC3:S|AC2:S|AC4:S,Sister T2 DV|Sister T2 Action|Sister T2 Belief|Sister T2 Emotions,,,
2020-12-28 16:20:05,2020-12-28 16:24:45,IP Address,65.190.245.108,100,280,True,2020-12-28 16:24:46,R_1IuhxNKmZJ1Uycd,,,,,36.032196044921875,-79.85880279541015625,anonymous,EN,,,,,,,aie,,,,,,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.537,14.537,85.899,1,,,,,48,27,"Angry,Depressed,Guilty,Scared,Distressed,Traumatized,Violated",,,True,Your romantic partner,Your ex|Your romantic partner|Your brother|Your old roomate,Extremely rude and avoidant,Shy|Kind and courteous|Pleasant|Extremely rude and avoidant,,48,27,"Angry,Sad,Depressed,Scared,Tired,Distressed,Traumatized,Violated",100,0,38,Male,2,0,0,Single,Bachelor's degree,20000,A21UA6O7ZFAIQJ,I went through this exact scenario as a kid.  I wound up homeless.,0,1,0,0,3,1,,,3,99387197,IntroSex,,,Depression:Partner,Q105,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 2 Partner|AC 3 Partner|AC 4 Partner,Partner T2 DV|Partner T2 Belief|Partner T2 Action|Partner T2 Emotions
2020-12-28 16:23:53,2020-12-28 16:26:26,IP Address,172.58.107.244,100,152,True,2020-12-28 16:26:26,R_2YyAr7kABwOKNrm,,,,,32.7057952880859375,-96.872802734375,anonymous,EN,,,,,,,,,,,,ca-no-e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,Q115,,,,,,,,,
2020-12-28 16:26:44,2020-12-28 16:27:16,IP Address,172.58.107.244,100,32,True,2020-12-28 16:27:17,R_3nT5Nw6T4OxVBQb,,,,,32.896392822265625,-96.86350250244140625,anonymous,EN,,,,,,,,,,,ocean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,Q113,,,,,,,,,
2020-12-28 16:27:40,2020-12-28 16:30:55,IP Address,76.89.160.99,100,195,True,2020-12-28 16:30:56,R_2Wuk1FjRQM5lFSx,,,,,34.175994873046875,-118.9315948486328125,anonymous,EN,,,,,,,,,,,,,,oe,,,,,,,,,,,3.624,4.762,18.724,2,,,,,,,,,,,,,,,,,,,,9.288,12.798,21.022,2,3.175,11.516,24.806,2,51,75,"Angry,Mentally ill,Devious,Jealous",,Groping her,Drug use|Drinking and driving|Stealing from you|Groping her,,,Your mother,Your mother|Your brother|You best friend|Your father,Jealous,Scared|Happy|Intelligent|Jealous,60,85,"Angry,Mentally ill,Depressed,Devious,Jealous,Violated",100,0,,,,,,,,,,,,,,,,,,,,,,,,,25,Male,0,0,0,Single,Bachelor's degree,20000,A3B43EHV3X455M,,1,1,0,3,0,1,,3,,35812438,SisterVignettePage1,,CryingandBehaviorChange:Sister,,Q119,,,,Sister T1 DV|Sister T1 Action|Sister T1 Belief|Sister T1 Emotions,AC4:S|AC5:S|AC2:S,Sister T2 DV|Sister T2 Action|Sister T2 Belief|Sister T2 Emotions,,,
2020-12-28 16:27:56,2020-12-28 16:33:34,IP Address,32.213.160.69,100,337,True,2020-12-28 16:33:34,R_1NgeuHADwhTKeNo,,,,,41.257293701171875,-73.2111968994140625,anonymous,EN,,,oae,,,,,,,,,,,,,,,,,,2.28,106.056,139.776,23,,,,,,25,80,"Angry,Devious,Jealous",The star player on your college's basketball team,The president of the college|The coach of your college's basketball team|Your sister|The star player on your college's basketball team,Hard to deal with,Unselfish|Hard to deal with|Easy going|Shy,,,,,Very succesful,Much larger|Very unsuccessful|Very succesful|Much smaller,90,100,"Angry,Sad,Depressed,Tired,Distressed,Traumatized,Violated",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,Male,0,0,0,Single,High school (secondary school),180000,A2ZNOBR1582SW3,,0,1,3,0,0,1,3,,,80228362,BasketballVignette,Crying:BasketballandBehaviorChange,,,Q97,Basketball T1 DV|Basketball  T1Action|Basketball T1 Belief|Basketball T1Emotion,AC5:BB|AC1:BB|AC2:BB,Basketball T2 DV|Basketball T2 Belief|Basketball T2Action|Basketball T2Emotion,,,,,,
2020-12-28 16:24:13,2020-12-28 16:33:34,IP Address,96.245.235.150,100,560,True,2020-12-28 16:33:34,R_23VSKPPzDZUSRLp,,,,,40.3368072509765625,-75.87439727783203125,anonymous,EN,,,,,,,,,,,oea,,,,,,,,,,,,,,,,,,Males,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,102.7,0,0,0,"Angry,Distressed,Devious,Jealous",Hitting her,Drug use|Drinking and driving|Hitting her|Stealing from you,True,,,,,False,56,48,"Angry,Sad,Suicidal,Mentally ill,Depressed,Scared,Devious,Jealous,Traumatized,Violated",100,0,47,Female,0,2,0,Married,Bachelor's degree,150000,A30GJ0HHLO16E8,,0,1,0,0,3,1,,,3,79908559,IntroSex,,,SuicideAttempt:Partner,Q113,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 1 Partner|AC 5 Partner|AC 2 Partner,Partner T2 DV|Partner T2 Action|Partner T2 Belief|Partner T2 Emotions
2020-12-28 16:24:03,2020-12-28 16:34:15,IP Address,98.182.137.248,100,611,True,2020-12-28 16:34:15,R_2S7BgHTKrYHmV92,,,,,36.12139892578125,-115.14099884033203125,anonymous,EN,,,,,,,,,,,,,,,,,,ie,,,0,0,229.2,0,,,,,,67,62,Violated,,,Hard to deal with,Easy going|Unselfish|Hard to deal with|Shy,None of them did,All of them did|None of them did|Three of them did|Half of them did,,,Very succesful,Much larger|Very unsuccessful|Much smaller|Very succesful,68,63,Neutral,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,Female,5,0,0,Widowed,High school (secondary school),28000,A1YFVXP4A1CXSF,,0,1,3,0,0,1,3,,,64591033,BasketballVignette,VerbalRequest:Basketball,,,Q127,Basketball T1 DV|Basketball T1 Belief|Basketball  T1Action|Basketball T1Emotion,AC2:BB|AC5:BB|AC3:BB,Basketball T2 DV|Basketball T2 Belief|Basketball T2Action|Basketball T2Emotion,,,,,,
2020-12-28 16:29:42,2020-12-28 16:34:23,IP Address,104.33.118.92,100,281,True,2020-12-28 16:34:23,R_3CCQOBQGAxixcDS,,,,,34.236297607421875,-118.47979736328125,anonymous,EN,,,,,,,aie,,,,,,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.379,64.922,65.962,4,,,,,19,22,"Angry,Sad,Depressed,Distressed,Jealous",,,True,Your romantic partner,Your romantic partner|Your ex|Your brother|Your old roomate,,,False,4,7,"Angry,Devious,Jealous",100,0,58,Female,8,4,3,Previously divorced and currently in another long-term relationship,Associate degree,"40,000",AR5WHNQGQ32V9,NA,0,1,0,0,3,1,,,3,79795118,IntroSex,,,Crying:Partner,Q105,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 5 Partner|AC 2 Partner|AC 3 Partner,Partner T2 DV|Partner T2 Action|Partner T2 Belief|Partner T2 Emotions
2020-12-28 16:31:09,2020-12-28 16:37:09,IP Address,64.250.250.200,100,360,True,2020-12-28 16:37:10,R_2QJrxwSdHO1Gute,,,,,35.9727020263671875,-114.8343963623046875,anonymous,EN,,,oae,,,,,,,,,,,,,,,,,,,,,,33.872,33.872,38.379,1,,,,,,,,,,,,,,,,,,,,0,0,19.771,0,0,0,27.901,0,90,100,"Angry,Sad,Suicidal,Depressed,Scared,Distressed,Traumatized,Violated",,,,Your brother-in-law lost his house in a fire,Your brother-in-law lost his house in a fire|Yourbrother-in-law just moved to the area and needed a place to stay|Your brother-in-law sold his house and is waiting to buy a new one|Your brother-in-law lost his job,Your mother,Your father|Your brother|Your mother|You best friend,Jealous,Intelligent|Happy|Scared|Jealous,100,100,"Angry,Sad,Suicidal,Depressed,Guilty,Scared,Tired,Distressed,Traumatized,Violated",100,0,,,,,,,,,,,,,,,,,,,,,,,,,34,Female,4,2,0,Married,Bachelor's degree,65000,A3K83KVT2A2Z2F,,0,1,0,3,0,1,,3,,18363927,SisterVignettePage1,,Depression:Sister,,Q97,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC4:S|AC3:S|AC5:S,Sister T2 DV|Sister T2 Belief|Sister T2 Action|Sister T2 Emotions,,,
2020-12-28 16:26:15,2020-12-28 16:37:36,IP Address,71.136.150.232,100,681,True,2020-12-28 16:37:37,R_3lWuTmEwVPzP7Wv,,,,,35.6598052978515625,-83.98670196533203125,anonymous,EN,,,,,,,,,,,,,ea,,,,,,,,,,,,0,0,87.245,0,,,,,,,,,,,,,,,,,,,,0,0,43.094,0,0,0,84.301,0,25,2,"Angry,Distressed,Devious,Jealous",True,Groping her,Stealing from you|Drug use|Drinking and driving|Groping her,,,Your mother,Your mother|Your brother|You best friend|Your father,,,9,3,"Angry,Devious,Jealous",70,0,,,,,,,,,,,,,,,,,,,,,,,,,70,Female,3,0,2,Divorced,Associate degree,24500,A37OUZOGQKGMW0,none,1,1,0,3,0,1,,3,,39133987,SisterVignettePage1,,Crying:Sister,,Q117,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC1:S|AC4:S|AC2:S,Sister T2 DV|Sister T2 Action|Sister T2 Belief|Sister T2 Emotions,,,
2020-12-28 16:29:42,2020-12-28 16:38:15,IP Address,69.251.108.191,100,513,True,2020-12-28 16:38:16,R_3NEPPDDnVhiMngi,,,,,38.6349945068359375,-76.8820037841796875,anonymous,EN,,,,,,,,,,,,,ea,,,,,,,,94.408,159.284,161.064,2,,,,,,0,0,"Angry,Mentally ill,Depressed,Devious,Jealous",The star player on your college's basketball team,The president of the college|Your sister|The star player on your college's basketball team|The coach of your college's basketball team,Hard to deal with,Hard to deal with|Unselfish|Easy going|Shy,,,,,Very succesful,Very unsuccessful|Much larger|Much smaller|Very succesful,2,0,"Sad,Suicidal,Mentally ill,Depressed,Distressed",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,Female,3,0,0,Single,Associate degree,75000,A1969Q0R4Y0E3J,,0,1,3,0,0,1,3,,,28820937,BasketballVignette,Depression:Basketball,,,Q117,Basketball T1 DV|Basketball  T1Action|Basketball T1 Belief|Basketball T1Emotion,AC2:BB|AC1:BB|AC5:BB,Basketball T2 DV|Basketball T2 Belief|Basketball T2Action|Basketball T2Emotion,,,,,,
2020-12-28 16:37:04,2020-12-28 16:40:11,IP Address,68.13.249.175,100,187,True,2020-12-28 16:40:12,R_29jhQlMMmN4UsEa,,,,,36.0944061279296875,-95.97170257568359375,anonymous,EN,,,,,,,,ue,,,,,,,,,,,,,,,,,10.331,12.668,14.129,5,,,,,,,,,,,,,,,,,,,,0,0,17.749,0,0,0,20.499,0,28,50,"Angry,Sad,Mentally ill,Depressed,Distressed,Devious,Jealous,Traumatized",True,Groping her,Stealing from you|Drinking and driving|Drug use|Groping her,Your brother-in-law lost his house in a fire,Your brother-in-law lost his job|Your brother-in-law sold his house and is waiting to buy a new one|Your brother-in-law lost his house in a fire|Yourbrother-in-law just moved to the area and needed a place to stay,,,,,50,70,"Angry,Sad,Suicidal,Mentally ill,Depressed,Scared,Distressed,Traumatized,Violated",100,0,,,,,,,,,,,,,,,,,,,,,,,,,30,Female,4,0,0,Single,High school (secondary school),60000,AZ8JL3QNIPY4U,,1,1,0,3,0,1,,3,,63777865,SisterVignettePage1,,Crying:Sister,,Q107,,,,Sister T1 DV|Sister T1 Belief|Sister T1 Action|Sister T1 Emotions,AC3:S|AC2:S|AC1:S,Sister T2 DV|Sister T2 Action|Sister T2 Belief|Sister T2 Emotions,,,
2020-12-28 16:34:41,2020-12-28 16:41:52,IP Address,70.190.161.80,100,431,True,2020-12-28 16:41:53,R_1FlK5KuzPW30Fxn,,,,,31.5402069091796875,-110.266998291015625,anonymous,EN,,,,,,,aie,,,,,,,,,,,,,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,95.743,0,,,,,40,25,"Angry,Sad,Depressed,Scared,Distressed,Devious,Jealous",Hitting her,Drinking and driving|Drug use|Hitting her|Stealing from you,True,Your romantic partner,Your old roomate|Your ex|Your romantic partner|Your brother,,,,29,20,"Angry,Calm,Neutral",100,0,28,Female,2,0,3,Married,Associate degree,32000,A37GUFW4K6A1C8,,0,1,0,0,3,1,,,3,3929801,IntroSex,,,VerbalRequest:Partner,Q105,,,,,,,Partner T1 DV|Partner T1 Action|Partner T1 Belief|Partner T1 Emotion,AC 2 Partner|AC 1 Partner|AC 3 Partner,Partner T2 DV|Partner T2 Action|Partner T2 Belief|Partner T2 Emotions
2020-12-28 16:37:50,2020-12-28 16:42:56,IP Address,47.157.252.176,100,306,True,2020-12-28 16:42:56,R_2fj8Shtc8lbWS2a,,,,,33.72149658203125,-118.0509033203125,anonymous,EN,,,,,,,,,,,,,,,,,ae,,,,0,0,92.983,0,,,,,,6,0,"Angry,Sad,Depressed,Scared,Tired,Distressed,Jealous,Violated",The star player on your college's basketball team,The coach of your college's basketball team|The president of the college|Your sister|The star player on your college's basketball team,Hard to deal with,Shy|Easy going|Hard to deal with|Unselfish,,,,,Very succesful,Much smaller|Much larger|Very succesful|Very unsuccessful,15,3,"Angry,Sad,Depressed,Scared,Tired,Distressed,Violated",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,Male,1,0,2,Married,Master's degree,175000,A2EKCMS8IKV57N,,0,1,3,0,0,1,3,,,30592661,BasketballVignette,Crying:Basketball,,,Q125,Basketball T1 DV|Basketball  T1Action|Basketball T1 Belief|Basketball T1Emotion,AC1:BB|AC2:BB|AC5:BB,Basketball T2 DV|Basketball T2 Belief|Basketball T2Action|Basketball T2Emotion,,,,,,
2020-12-28 16:22:00,2020-12-28 16:42:59,IP Address,76.22.118.149,100,1259,True,2020-12-28 16:42:59,R_31zrOloXm2atQQG,,,,,47.61309814453125,-122.20529937744140625,anonymous,EN,,,,,,,,,,,,,,,,,,,ae,,,,,,,,,,Females,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.077,17.168,113.234,2,,,,,100,100,"Sad,Depressed,Scared,Distressed,Traumatized,Violated",,,True,Your romantic partner,Your brother|Your ex|Your romantic partner|Your old roomate,Extremely rude and avoidant,Extremely rude and avoidant|Kind and courteous|Shy|Pleasant,,100,100,"Sad,Depressed,Calm,Scared,Distressed,Traumatized,Violated",100,0,51,Male,1,0,0,Unmarried in a long-term relationship,Master's degree,200000,AYYEQBUPC7IM5,Everything was clear and worked smoothly.,0,1,0,0,3,1,,,3,31818262,IntroSex,,,VerbalRequest:Partner,Q129,,,,,,,Partner T1 DV|Partner T1 Belief|Partner T1 Action|Partner T1 Emotion,AC 2 Partner|AC 3 Partner|AC 4 Partner,Partner T2 DV|Partner T2 Action|Partner T2 Belief|Partner T2 Emotions
